fixed_costs,variable_cost_per_unit,price_per_unit,units_sold,marketing_spend,employee_count,total_revenue,total_costs,profit_or_loss,status
2283,19.77,22.96,1405,13311,160,32258.8,123370.85,-91112.05,Loss
1923,10.08,11.91,1737,10567,152,20687.67,105998.96,-85311.29,Loss
2125,44.15,56.08,399,7724,139,22375.92,96964.85,-74588.93,Loss
2529,33.62,58.33,2767,10972,139,161399.11,176027.54,-14628.43,Loss
9438,12.41,35.31,3589,15626,145,126727.59,142103.49,-15375.9,Loss
17154,24.34,123.03,4571,3601,160,562370.13,212013.14,350356.99,Profit
9004,17.93,49.22,4472,4397,83,220111.84,135083.96,85027.88,Profit
10752,38.16,51.77,1179,4178,155,61036.83,137420.64,-76383.81,Loss
11592,25.4,80.41,4400,2343,32,353804,141695,212109,Profit
4864,49.52,135.46,4589,18822,61,621625.94,281433.28,340192.66,Profit
1226,7.46,75.59,4258,16458,25,321862.22,61948.68,259913.54,Profit
16036,20.98,51.29,4834,7583,64,247935.86,157036.32,90899.54,Profit
12739,26.69,83.29,1040,1966,192,86621.6,138462.6,-51841,Loss
17648,27.64,99.41,1923,17619,156,191165.43,166418.72,24746.71,Profit
10587,19.22,92.3,4191,839,168,386829.3,175977.02,210852.28,Profit
12749,37.82,104.81,4902,12279,91,513778.62,255921.64,257856.98,Profit
1645,44.36,131.57,1426,18260,142,187618.82,154162.36,33456.46,Profit
17299,47.24,134.38,1276,17588,42,171468.88,116165.24,55303.64,Profit
14675,41.23,99.54,613,4224,39,61018.02,63672.99,-2654.97,Loss
19888,43.28,86.84,2937,8689,2,255049.08,156690.36,98358.72,Profit
11964,29.77,94.29,1390,10834,81,131063.1,104678.3,26384.8,Profit
17087,42.16,124.16,3787,1052,1,470193.92,178298.92,291895,Profit
14537,18.66,20.22,1487,3991,109,30067.14,100775.42,-70708.28,Loss
14269,22.93,122.14,144,1289,160,17588.16,98859.92,-81271.76,Loss
10346,19.26,38.37,3346,1673,125,128386.02,138962.96,-10576.94,Loss
1587,26.03,73.58,998,1052,64,73432.84,60616.94,12815.9,Profit
13763,17.85,105.18,4698,4711,159,494135.64,181833.3,312302.34,Profit
10177,48.27,71.55,2742,9323,186,196190.1,244856.34,-48666.24,Loss
5079,19.08,67.28,4211,17153,82,283316.08,143577.88,139738.2,Profit
4348,9.41,23.54,3331,1360,78,78411.74,76052.71,2359.03,Profit
19099,28.71,68.82,1547,790,111,106464.54,119803.37,-13338.83,Loss
11785,7.57,26.11,4810,10149,142,125589.1,129345.7,-3756.6,Loss
13328,9.97,46.97,2781,14844,197,130623.57,154398.57,-23775,Loss
7450,14.87,52.84,2793,6370,16,147582.12,63351.91,84230.21,Profit
14230,25.9,125.22,4325,1129,197,541576.5,225876.5,315700,Profit
6433,24.5,123.99,2931,7507,54,363414.69,112749.5,250665.19,Profit
2098,40.99,53.35,251,16686,141,13390.85,99572.49,-86181.64,Loss
8096,38.28,111.15,1548,6443,124,172060.2,135796.44,36263.76,Profit
19710,24.18,30.3,3136,17358,80,95020.8,152896.48,-57875.68,Loss
12439,20.02,24.01,3163,4580,79,75943.63,119842.26,-43898.63,Loss
10087,19.24,30.67,2640,13472,159,80968.8,153852.6,-72883.8,Loss
17021,39.83,136.41,1998,2260,197,272547.18,197361.34,75185.84,Profit
7416,7.34,101.49,3654,11774,149,370844.46,120510.36,250334.1,Profit
7980,5.58,25.78,4013,5208,127,103455.14,99080.54,4374.6,Profit
19058,40.8,57.81,743,12666,158,42952.83,141038.4,-98085.57,Loss
12101,26.47,51.28,1769,3898,23,90714.32,74324.43,16389.89,Profit
8950,10.89,62.93,3983,15430,38,250650.19,86754.87,163895.32,Profit
10122,15.6,73,3782,11015,157,276086,158636.2,117449.8,Profit
13576,46.96,69.9,2709,15205,77,189359.1,194495.64,-5136.54,Loss
2089,43.68,119.59,1771,4061,32,211793.89,99507.28,112286.61,Profit
5578,36.94,68.59,4101,11107,112,281287.59,224175.94,57111.65,Profit
10127,26.7,118.99,2341,13518,190,278555.59,181149.7,97405.89,Profit
11487,28.41,94.43,4249,10316,106,401233.07,195517.09,205715.98,Profit
1155,48.89,93.09,2748,18392,91,255811.32,199396.72,56414.6,Profit
2958,48.46,127.66,3424,7331,98,437107.84,225216.04,211891.8,Profit
11693,14.69,96.66,1060,8695,45,102459.6,58459.4,44000.2,Profit
7344,41.5,71.26,1091,3947,49,77744.66,81067.5,-3322.84,Loss
6779,13.88,48.51,1607,14180,161,77955.57,123764.16,-45808.59,Loss
4830,14.61,108.27,1257,6084,4,136095.39,31278.77,104816.62,Profit
10046,35.42,52.73,1730,4291,146,91222.9,148613.6,-57390.7,Loss
10794,23.23,28.4,3671,9852,198,104256.4,204923.33,-100666.93,Loss
1441,46.92,92.87,3402,17717,64,315943.74,210779.84,105163.9,Profit
15478,9.01,89.33,1728,15198,156,154362.24,124245.28,30116.96,Profit
5628,28.02,105.42,3646,10690,108,384361.32,172478.92,211882.4,Profit
7370,46.33,138.36,2795,5835,121,386716.2,203197.35,183518.85,Profit
10528,45.69,99.48,3595,6760,186,357630.6,274543.55,83087.05,Profit
18332,12.04,22.95,3043,16105,90,69836.85,116074.72,-46237.87,Loss
12565,21.5,80.78,830,19059,56,67047.4,77469,-10421.6,Loss
9179,32.86,110.92,995,10073,20,110365.4,61947.7,48417.7,Profit
17013,12.17,22.41,3478,3288,77,77941.98,101128.26,-23186.28,Loss
17843,48.56,66.65,3148,11513,162,209814.2,263222.88,-53408.68,Loss
1392,46.16,48.38,597,12869,87,28882.86,85318.52,-56435.66,Loss
13130,12.51,72.28,2257,7221,138,163135.96,117586.07,45549.89,Profit
19171,10.45,99.24,3034,7812,115,301094.16,116188.3,184905.86,Profit
11449,8.84,76.24,2640,15412,94,201273.6,97198.6,104075,Profit
18522,45.92,144.14,2224,5116,150,320567.36,200764.08,119803.28,Profit
8418,13.71,20.95,1847,1495,133,38694.65,101735.37,-63040.72,Loss
3454,23.73,114.13,1930,856,172,220270.9,136108.9,84162,Profit
18761,25.2,106.79,3106,2193,114,331689.74,156225.2,175464.54,Profit
16223,31.96,64.07,2307,3090,9,147809.49,97544.72,50264.77,Profit
7701,8.23,105.61,2247,10034,43,237305.67,57727.81,179577.86,Profit
3597,15.2,44.71,80,8421,4,3576.8,15234,-11657.2,Loss
1141,46.92,135.96,661,2191,170,89869.56,119346.12,-29476.56,Loss
3659,45.88,134.07,4447,9774,65,596209.29,249961.36,346247.93,Profit
10031,40.16,116.17,3060,18941,98,355480.2,200861.6,154618.6,Profit
16037,5.87,62.65,2962,3404,169,185569.3,121327.94,64241.36,Profit
14970,19.72,32.6,3852,11887,192,125575.2,198818.44,-73243.24,Loss
6661,33.26,86.93,2862,12109,55,248793.66,141460.12,107333.54,Profit
7142,17.38,53.7,732,7437,146,39308.4,100301.16,-60992.76,Loss
13109,45.93,125.36,306,19264,144,38360.16,118427.58,-80067.42,Loss
9787,33.53,109.58,989,8708,87,108374.62,95156.17,13218.45,Profit
11096,8.24,99.39,2944,16283,174,292604.16,138637.56,153966.6,Profit
9472,45.91,48.38,3235,9015,164,156509.3,249005.85,-92496.55,Loss
17807,48.1,129.2,826,2570,90,106719.2,105107.6,1611.6,Profit
5249,8.5,102.41,2782,17814,194,284904.62,143710,141194.62,Profit
15949,28.96,108.1,781,13246,44,84426.1,73812.76,10613.34,Profit
2750,18.65,32.54,2092,14271,5,68073.68,58536.8,9536.88,Profit
19351,22.68,31.73,1019,13344,29,32332.87,70305.92,-37973.05,Loss
5088,13.08,16.14,152,18328,126,2453.28,88404.16,-85950.88,Loss
16282,31.01,94.26,1133,12728,4,106796.58,66144.33,40652.25,Profit
10641,48.11,111.45,4912,18405,99,547442.4,314862.32,232580.08,Profit
6075,27.64,126.34,3120,3598,49,394180.8,120409.8,273771,Profit
11412,8.73,49.14,3798,19071,85,186633.72,106139.54,80494.18,Profit
16686,32.9,66.76,421,19452,136,28105.96,117988.9,-89882.94,Loss
8230,20.31,83.13,728,11485,122,60518.64,95500.68,-34982.04,Loss
16432,43.52,126.26,251,8783,180,31691.26,126138.52,-94447.26,Loss
12002,24.56,118.3,138,14055,116,16325.4,87446.28,-71120.88,Loss
14947,13.68,94.19,2046,5440,197,192712.74,146876.28,45836.46,Profit
14686,13.6,56.84,4544,5262,149,258280.96,156246.4,102034.56,Profit
18915,39.59,103.45,237,2253,155,24517.65,108050.83,-83533.18,Loss
14074,16.95,102.72,4797,5554,166,492747.84,183937.15,308810.69,Profit
5493,39.53,89.1,1604,13776,133,142916.4,149175.12,-6258.72,Loss
18317,14.26,36.71,4732,6281,85,173711.72,134576.32,39135.4,Profit
2460,19.48,37.28,279,16971,61,10401.12,55365.92,-44964.8,Loss
15140,25.95,26.97,3602,18525,136,97145.94,195136.9,-97990.96,Loss
11704,47.44,119.55,104,3462,86,12433.2,63099.76,-50666.56,Loss
17669,46.93,58.93,4416,5913,18,260234.88,239824.88,20410,Profit
17648,14.31,39.45,4081,7920,132,160995.45,149967.11,11028.34,Profit
7816,21.12,51.61,1173,9242,4,60538.53,43831.76,16706.77,Profit
12639,11.72,68.2,3190,11138,165,217558,143663.8,73894.2,Profit
15424,27.95,68.35,3420,7410,127,233757,181923,51834,Profit
14965,25.73,93.52,1602,10982,143,149819.04,138666.46,11152.58,Profit
19146,45.53,52.04,165,12529,166,8586.6,122187.45,-113600.85,Loss
12240,46.85,60.12,3663,9315,155,220219.56,270666.55,-50446.99,Loss
1040,22.26,72.68,4468,4257,48,324734.24,128754.68,195979.56,Profit
6827,27.13,61.49,2660,5296,46,163563.4,107288.8,56274.6,Profit
9259,45.33,75.62,409,3792,46,30928.58,54590.97,-23662.39,Loss
18371,41.3,48.94,77,4332,48,3768.38,49883.1,-46114.72,Loss
15849,5.16,94.84,3887,3111,187,368643.08,132516.92,236126.16,Profit
17232,19.4,88.89,3583,8853,120,318492.87,155595.2,162897.67,Profit
8804,23.98,37.02,1468,10774,132,54345.36,120780.64,-66435.28,Loss
6374,15.34,22.78,4089,8728,19,93147.42,87327.26,5820.16,Profit
3524,13.98,111.49,2966,11568,185,330679.34,149056.68,181622.66,Profit
10277,6.7,75.14,1344,3846,19,100988.16,32627.8,68360.36,Profit
19863,33.95,76.28,3679,4554,42,280634.12,170319.05,110315.07,Profit
10885,16.81,87.28,2125,16492,92,185470,109098.25,76371.75,Profit
1778,7.36,83.24,4889,4700,5,406960.36,44961.04,361999.32,Profit
2492,15.39,93.61,3727,14991,48,348884.47,98841.53,250042.94,Profit
18044,41.09,89.4,3203,9027,153,286348.2,235182.27,51165.93,Profit
18732,43.32,86.88,1828,14745,195,158816.64,210165.96,-51349.32,Loss
14615,26.74,28.83,4725,11035,26,136221.75,164996.5,-28774.75,Loss
13132,23.72,116.45,3944,18444,74,459278.8,162127.68,297151.12,Profit
11178,49,109.73,2548,8022,190,279592.04,239052,40540.04,Profit
8851,14.03,35.14,4578,13673,109,160870.92,141253.34,19617.58,Profit
17288,14.69,106.73,423,4664,135,45146.79,95665.87,-50519.08,Loss
8156,18.13,109.71,2315,12938,172,253978.65,149064.95,104913.7,Profit
3044,12.77,111.7,1181,5352,87,131917.7,66977.37,64940.33,Profit
8368,22.07,109.6,1892,7213,155,207363.2,134837.44,72525.76,Profit
14635,45.99,145.77,1623,3683,170,236584.71,177959.77,58624.94,Profit
10168,32.69,57.91,4494,8532,73,260247.54,202108.86,58138.68,Profit
18111,23.54,107.92,837,14775,56,90329.04,80588.98,9740.06,Profit
12328,47.05,129.53,1595,19293,131,206600.35,172165.75,34434.6,Profit
14319,7.18,31.04,4171,4798,126,129467.84,112064.78,17403.06,Profit
1342,14.46,25.21,419,19418,141,10562.99,97318.74,-86755.75,Loss
2447,30.46,128.42,4424,6099,198,568130.08,242301.04,325829.04,Profit
7581,32.7,63.01,1752,503,59,110393.52,94874.4,15519.12,Profit
12851,6.78,94,1707,13940,38,160458,57364.46,103093.54,Profit
7317,23.14,24.55,1978,11789,85,48559.9,107376.92,-58817.02,Loss
17910,34.21,37.29,4105,11540,83,153075.45,211382.05,-58306.6,Loss
11088,36.41,83.53,656,13764,196,54795.68,146736.96,-91941.28,Loss
13946,33.72,58.35,2626,16910,86,153227.1,162404.72,-9177.62,Loss
17789,19.43,88.72,4174,5661,197,370317.28,203050.82,167266.46,Profit
15567,9.21,66.2,372,1464,1,24626.4,20957.12,3669.28,Profit
15868,24.22,32.89,1926,16442,178,63346.14,167957.72,-104611.58,Loss
10765,10.79,27.89,633,19980,137,17654.37,106075.07,-88420.7,Loss
13466,47.64,87.06,2859,16955,128,248904.54,230623.76,18280.78,Profit
19230,26.38,45.75,705,6101,53,32253.75,70428.9,-38175.15,Loss
18862,19.28,98.71,4931,14684,88,486739.01,172615.68,314123.33,Profit
11587,39.48,81.67,272,3447,138,22214.24,94772.56,-72558.32,Loss
1771,27.41,37.66,2172,11007,84,81797.52,114312.52,-32515,Loss
17300,18.95,67.9,2270,12589,77,154133,111405.5,42727.5,Profit
9770,41.54,51.53,3600,6738,29,185508,180552,4956,Profit
12093,44.02,57.78,2492,13656,36,143987.76,153446.84,-9459.08,Loss
14803,35.29,60.01,4978,2911,27,298729.78,206887.62,91842.16,Profit
1193,7.11,93.2,4035,16174,146,376062,119055.85,257006.15,Profit
3007,30.48,123.02,216,8808,18,26572.32,27398.68,-826.36,Loss
18569,39.35,122.15,2066,10903,118,252361.9,169769.1,82592.8,Profit
19778,11.14,45.21,167,3424,137,7550.07,93562.38,-86012.31,Loss
12190,15.29,43.26,1859,3337,67,80420.34,77451.11,2969.23,Profit
10984,44.71,100.08,2256,1076,135,225780.48,180425.76,45354.72,Profit
10302,5.91,78.37,1300,15141,58,101881,62126,39755,Profit
8429,38.87,138.21,4056,9463,30,560579.76,190548.72,370031.04,Profit
3261,26.32,40.35,3159,8891,73,127465.65,131796.88,-4331.23,Loss
7716,25.1,30.98,4608,18639,123,142755.84,203515.8,-60759.96,Loss
9921,5.32,75.06,1721,8871,189,129178.26,122447.72,6730.54,Profit
5378,41.87,125.26,2201,19289,82,275697.26,157822.87,117874.39,Profit
8815,21.19,105.98,2347,7383,17,248735.06,74430.93,174304.13,Profit
14778,29.33,97.5,1086,16158,181,105885,153288.38,-47403.38,Loss
13728,35.48,130.93,2664,6639,134,348797.52,181885.72,166911.8,Profit
11332,36.62,88.21,1929,14684,39,170157.09,116155.98,54001.11,Profit
10836,48.02,139.49,646,13465,153,90110.54,131821.92,-41711.38,Loss
3800,28.91,125.72,670,10993,170,84232.4,119162.7,-34930.3,Loss
9333,22.99,107.86,120,19872,170,12943.2,116963.8,-104020.6,Loss
6410,47.92,79.59,1853,1619,59,147480.27,126324.76,21155.51,Profit
18839,33.89,54.32,4583,2714,102,248948.56,227870.87,21077.69,Profit
6808,18.42,73.68,1117,8500,38,82300.56,54883.14,27417.42,Profit
7796,10.69,56.54,1975,8565,159,111666.5,116973.75,-5307.25,Loss
11288,42.91,130.81,1087,10603,157,142190.47,147034.17,-4843.7,Loss
18709,21.3,32.2,3492,19785,104,112442.4,164873.6,-52431.2,Loss
18543,34.72,61.24,3233,1585,9,197988.92,136877.76,61111.16,Profit
5650,26.19,101.62,1452,17057,1,147552.24,61234.88,86317.36,Profit
5987,13.95,24.35,2411,14064,102,58707.85,104684.45,-45976.6,Loss
16200,32.08,64.84,1488,4032,87,96481.92,111467.04,-14985.12,Loss
5697,7.73,47.06,3861,18122,123,181698.66,115164.53,66534.13,Profit
17724,23.6,86.24,534,5334,47,46052.16,59160.4,-13108.24,Loss
4828,29.6,46.26,4314,12508,76,199565.64,183030.4,16535.24,Profit
19352,24.62,110.82,4948,13462,10,548337.36,159633.76,388703.6,Profit
18087,38.69,84,295,14961,144,24780,116461.55,-91681.55,Loss
13605,42.26,134.05,4994,15088,175,669445.7,327239.44,342206.26,Profit
6482,39.71,87.03,3421,8512,43,297729.63,172341.91,125387.72,Profit
19184,6.75,34.98,1400,18857,152,48972,123491,-74519,Loss
6463,13.74,28.78,579,19128,136,16663.62,101546.46,-84882.84,Loss
14860,29.15,30.52,4992,10349,75,152355.84,208225.8,-55869.96,Loss
5912,47.07,100.75,3864,9104,105,389298,249394.48,139903.52,Profit
5648,42.57,54.18,1838,14267,26,99582.84,111158.66,-11575.82,Loss
1855,42.91,82.69,1752,15611,7,144872.88,96144.32,48728.56,Profit
3866,18.64,77.98,3675,7721,79,286576.5,119589,166987.5,Profit
12834,24.33,52.62,3370,8314,15,177329.4,110640.1,66689.3,Profit
17294,26.18,44.53,809,12102,176,36024.77,138575.62,-102550.85,Loss
17566,12.08,89.78,1453,12784,131,130450.34,113402.24,17048.1,Profit
4112,6.4,101.13,847,18266,144,85657.11,99798.8,-14141.69,Loss
5492,47.61,58.55,581,16010,89,34017.55,93663.41,-59645.86,Loss
16114,15.83,32.23,1967,1623,97,63396.41,97374.61,-33978.2,Loss
2517,15.8,111.84,4187,13021,142,468274.08,152692.6,315581.48,Profit
17018,8.75,13.49,3466,2743,3,46756.34,51588.5,-4832.16,Loss
18740,46.78,144.57,648,3089,73,93681.36,88642.44,5038.92,Profit
12431,31.09,32.55,355,10470,198,11555.25,132937.95,-121382.7,Loss
9210,35.02,122.51,4954,18013,31,606914.54,216212.08,390702.46,Profit
12595,46.02,77.45,2959,15130,119,229174.55,223398.18,5776.37,Profit
13871,20.55,114.47,728,12214,75,83334.16,78545.4,4788.76,Profit
13743,32.97,65.35,3434,10249,17,224411.9,145710.98,78700.92,Profit
10324,6.75,72.53,780,5001,177,56573.4,109090,-52516.6,Loss
12531,13.4,22.32,2075,19657,3,46314,61493,-15179,Loss
7588,42.41,67.4,4278,19669,123,288337.2,270186.98,18150.22,Profit
4311,39.5,117.09,2816,2206,55,329725.44,145249,184476.44,Profit
1987,20.78,74.12,2148,19485,111,159209.76,121607.44,37602.32,Profit
4321,21.96,114.83,441,9066,100,50640.03,73071.36,-22431.33,Loss
16812,29.01,72.46,2793,2112,40,202380.78,119948.93,82431.85,Profit
5615,5.01,92.12,3834,17338,122,353188.08,103161.34,250026.74,Profit
16512,15.86,61.31,3887,4797,194,238311.97,179956.82,58355.15,Profit
14146,14.37,112.32,4653,18359,40,522624.96,119368.61,403256.35,Profit
14654,16.27,112.29,1735,16046,30,194823.15,73928.45,120894.7,Profit
4052,41.27,74.85,2964,16467,25,221855.4,155343.28,66512.12,Profit
1726,17.59,106.3,1468,9545,7,156048.4,40593.12,115455.28,Profit
4760,13.62,98.53,4241,1891,92,417865.73,110413.42,307452.31,Profit
2875,27.69,49.55,4251,11079,105,210637.05,184164.19,26472.86,Profit
14969,43.95,106.75,4140,8953,178,441945,294875,147070,Profit
5033,15.86,24.06,3776,8508,123,90850.56,134928.36,-44077.8,Loss
6443,8.53,92.36,4823,16448,81,445452.28,104531.19,340921.09,Profit
18373,21.04,39.32,3679,5925,96,144658.28,149704.16,-5045.88,Loss
4744,38.64,46.65,3363,14657,1,156883.95,149847.32,7036.63,Profit
17977,29.78,70.4,4935,17521,91,347424,227962.3,119461.7,Profit
2774,41.76,99.88,4660,8856,172,465440.8,292231.6,173209.2,Profit
11651,48.18,133.82,1134,3305,177,151751.88,158092.12,-6340.24,Loss
1935,40.67,138.12,1057,15947,7,145992.84,64370.19,81622.65,Profit
14395,32.17,76.68,1367,1723,120,104821.56,120094.39,-15272.83,Loss
4808,27.2,34.18,2399,3842,131,81997.82,139402.8,-57404.98,Loss
17715,6.8,81.96,2743,17372,94,224816.28,100739.4,124076.88,Profit
12641,49.29,106.24,2328,9356,129,247326.72,201244.12,46082.6,Profit
15376,22.26,67.6,3772,18130,179,254987.2,206970.72,48016.48,Profit
6889,11.85,43.47,3743,6561,98,162708.21,106804.55,55903.66,Profit
6054,35,85.74,4442,14032,166,380857.08,258556,122301.08,Profit
4868,17.79,52.32,4600,19594,43,240672,127796,112876,Profit
17585,31.36,107.3,4385,1380,183,470510.5,247978.6,222531.9,Profit
19881,31.4,86.25,3297,17318,185,284366.25,233224.8,51141.45,Profit
2842,25.06,112.87,3184,6624,53,359378.08,115757.04,243621.04,Profit
11058,42.63,97.44,2648,5684,161,258021.12,210126.24,47894.88,Profit
10101,16.92,41.51,2235,18868,190,92774.85,161785.2,-69010.35,Loss
13497,25.19,110.45,4102,13723,102,453065.9,181549.38,271516.52,Profit
5658,29.2,85.36,4599,10484,139,392570.64,219932.8,172637.84,Profit
12381,34.86,56.34,3874,3298,180,218261.16,240726.64,-22465.48,Loss
8544,40.28,103.01,3570,8103,1,367745.7,160946.6,206799.1,Profit
8718,22.77,59.18,1299,13783,14,76874.82,59079.23,17795.59,Profit
14851,34.07,118.67,2124,12204,122,252055.08,160419.68,91635.4,Profit
18154,11.78,57.66,2554,13820,21,147263.64,72560.12,74703.52,Profit
12777,46.97,119.89,4840,1993,34,580267.6,259104.8,321162.8,Profit
2628,22.24,32.7,4855,19563,105,158758.5,182666.2,-23907.7,Loss
1386,37.83,78.04,2064,16207,14,161074.56,102674.12,58400.44,Profit
7031,5.92,104.26,4994,18509,168,520674.44,139104.48,381569.96,Profit
7439,14.23,95.27,998,19901,122,95079.46,102541.54,-7462.08,Loss
14392,26.92,43.75,156,18731,163,6825,118822.52,-111997.52,Loss
19850,44.52,73.02,2541,3746,170,185543.82,221721.32,-36177.5,Loss
3282,28.73,62.38,4742,16425,82,295805.96,196944.66,98861.3,Profit
2856,46.84,112.23,204,1816,148,22894.92,88227.36,-65332.44,Loss
16670,26.77,102.71,3290,18834,60,337915.9,153577.3,184338.6,Profit
2998,27.07,102.27,845,17107,137,86418.15,111479.15,-25061,Loss
6476,10.39,61.87,4417,2526,115,273279.79,112394.63,160885.16,Profit
10428,41.12,122.39,1620,2047,33,198271.8,95589.4,102682.4,Profit
5669,16.11,60.38,1684,15789,49,101679.92,73087.24,28592.68,Profit
13336,45.48,58.74,1988,4278,196,116775.12,206028.24,-89253.12,Loss
10342,45.99,102.87,1582,16618,4,162740.34,101716.18,61024.16,Profit
8064,47.45,142.73,3078,7011,123,439322.94,222626.1,216696.84,Profit
8446,28.41,107.92,4267,8257,176,460494.64,225928.47,234566.17,Profit
18815,35.47,93.76,1490,2023,16,139702.4,81688.3,58014.1,Profit
6624,40.03,105.06,1448,18856,175,152126.88,170943.44,-18816.56,Loss
8461,10.9,104.03,3696,13220,26,384494.88,74967.4,309527.48,Profit
2819,32.04,75.45,3447,14074,70,260076.15,162334.88,97741.27,Profit
11516,6.54,40.35,4295,13295,37,173303.25,71400.3,101902.95,Profit
14749,27.39,125.14,4852,17500,150,607179.28,240145.28,367034,Profit
18514,11.97,98.45,3092,16362,7,304407.4,75387.24,229020.16,Profit
3658,13.23,46.21,1665,19505,170,76939.65,130190.95,-53251.3,Loss
4500,21.43,68.34,1563,12933,30,106815.42,65928.09,40887.33,Profit
3120,24.46,66.55,2648,18977,74,176224.4,123867.08,52357.32,Profit
5020,33.04,48.8,894,7984,121,43627.2,103041.76,-59414.56,Loss
11213,8.35,104.17,3469,12908,6,361365.73,56087.15,305278.58,Profit
4259,27.67,68.7,3580,17950,24,245946,133267.6,112678.4,Profit
11081,13.22,100.88,2377,19030,194,239791.76,158534.94,81256.82,Profit
2823,30.83,50.58,3090,1205,168,156292.2,183292.7,-27000.5,Loss
18858,33.68,88.92,2026,19242,121,180151.92,166835.68,13316.24,Profit
19626,30.05,33.42,1885,14025,143,62996.7,161795.25,-98798.55,Loss
14467,38.22,114.88,4949,4312,181,568541.12,298429.78,270111.34,Profit
7990,20.1,78.61,404,12152,85,31758.44,70762.4,-39003.96,Loss
4134,39.43,102.36,1655,2819,133,169405.8,138709.65,30696.15,Profit
19454,24.47,30.59,4523,8663,89,138358.57,183294.81,-44936.24,Loss
17743,26.79,48.68,3245,709,36,157966.6,123385.55,34581.05,Profit
16434,34.16,42.52,2177,5334,174,92566.04,183134.32,-90568.28,Loss
16007,5.83,35.43,1037,19691,151,36740.91,117243.71,-80502.8,Loss
11233,34.43,97.55,4378,12946,88,427073.9,218913.54,208160.36,Profit
17378,32.84,89.89,203,4462,45,18247.67,51006.52,-32758.85,Loss
2141,18.94,80.54,956,13528,10,76996.24,38775.64,38220.6,Profit
19019,8.86,64.24,3813,19274,54,244947.12,99076.18,145870.94,Profit
11135,9.09,37.12,1670,12217,70,61990.4,73532.3,-11541.9,Loss
13966,46.55,71.76,3678,5294,85,263933.28,232970.9,30962.38,Profit
4361,36.02,50.59,3624,16729,32,183338.16,167626.48,15711.68,Profit
8835,10.72,95.78,4468,2944,43,427945.04,81175.96,346769.08,Profit
12172,21.05,83.08,381,11275,118,31653.48,90467.05,-58813.57,Loss
17390,31.66,51.12,4388,8832,121,224314.56,225646.08,-1331.52,Loss
4267,42.6,61.14,479,19748,15,29286.06,51920.4,-22634.34,Loss
7564,6.96,94.39,2473,3107,66,233426.47,60883.08,172543.39,Profit
19990,15.65,90.18,130,19801,143,11723.4,113325.5,-101602.1,Loss
12411,45.04,111.32,1623,19102,115,180672.36,162112.92,18559.44,Profit
6906,5.41,46.69,469,18681,81,21897.61,68624.29,-46726.68,Loss
17028,14.06,41,516,9668,20,21156,43950.96,-22794.96,Loss
8611,48.16,146.13,3443,3073,178,503125.59,266498.88,236626.71,Profit
18297,32.6,112.53,1615,19473,6,181735.95,93419,88316.95,Profit
3011,16.78,47.66,1568,3783,79,74730.88,72605.04,2125.84,Profit
18826,8.01,92.92,4080,10491,125,379113.6,124497.8,254615.8,Profit
12246,6.27,82.4,2085,18345,145,171804,116163.95,55640.05,Profit
14790,16.01,46.42,853,1213,120,39596.26,89659.53,-50063.27,Loss
12738,44.67,87.9,1127,19307,26,99063.3,95388.09,3675.21,Profit
15730,23.72,43.13,1682,2390,22,72544.66,69017.04,3527.62,Profit
12120,37.42,49.41,2034,5875,64,100499.94,126107.28,-25607.34,Loss
19213,46.32,118.87,53,16079,58,6300.11,66746.96,-60446.85,Loss
9767,23.36,50.84,652,10370,37,33147.68,53867.72,-20720.04,Loss
14703,13.61,95.8,2417,19031,78,231548.6,105629.37,125919.23,Profit
1929,28.27,127.84,3725,9609,121,476204,177343.75,298860.25,Profit
12951,45.86,54.45,550,11216,28,29947.5,63390,-33442.5,Loss
16845,41.2,89.03,234,18690,49,20833.02,69675.8,-48842.78,Loss
18438,7.96,88.36,3559,16317,67,314473.24,96584.64,217888.6,Profit
16747,36.17,115.28,3301,4551,103,380539.28,192195.17,188344.11,Profit
6744,30.74,106.98,3197,9251,126,342015.06,177270.78,164744.28,Profit
19284,45.84,81.39,2990,14140,93,243356.1,216985.6,26370.5,Profit
10649,10.51,56.44,1345,10603,195,75911.8,132887.95,-56976.15,Loss
7980,29.03,88.93,104,4262,169,9248.72,99761.12,-90512.4,Loss
8069,44.58,142,1774,12243,174,251908,186396.92,65511.08,Profit
10591,23.45,56.88,2960,10587,87,168364.8,134090,34274.8,Profit
1442,26.69,119.08,1920,12622,87,228633.6,108808.8,119824.8,Profit
5652,8.17,35.84,4222,16341,55,151316.48,83986.74,67329.74,Profit
10370,17.52,116.44,2393,10542,139,278640.92,132337.36,146303.56,Profit
8597,19.6,86.96,3340,6673,154,290446.4,157734,132712.4,Profit
15325,47.53,94.42,3398,19016,13,320839.16,202347.94,118491.22,Profit
5458,17.72,79.45,1651,7432,164,131171.95,124145.72,7026.23,Profit
7591,25.74,53.72,2843,18409,128,152725.96,163178.82,-10452.86,Loss
17346,35.21,63.35,3387,17212,64,214566.45,185814.27,28752.18,Profit
12826,12.3,24.54,2140,3157,51,52515.6,67805,-15289.4,Loss
19693,26.89,39.18,1301,9279,76,50973.18,101955.89,-50982.71,Loss
15138,38.23,73.65,220,7333,22,16203,41881.6,-25678.6,Loss
18294,44.01,120.53,2859,8407,60,344595.27,182525.59,162069.68,Profit
